language,month,share_pct,feature_value,vector_length
C,2011-01,5.297827797261077,0.5518519392172657,168
C,2011-02,5.157417921808903,0.5293502456568536,168
C,2011-03,5.500488622085718,0.5747237132619758,168
C,2011-04,5.2873287372371065,0.5466562901224433,168
C,2011-05,5.407942238267148,0.5640234812060019,168
C,2011-06,5.135642717377411,0.5255876324738049,168
C,2011-07,5.542986425339366,0.5878461622125819,168
C,2011-08,5.693457097577541,0.610533001966836,168
C,2011-09,5.285819697035462,0.5523666777492102,168
C,2011-10,5.518719941725231,0.5853096845570891,168
C,2011-11,5.272650283079529,0.5510896136417144,168
C,2011-12,5.220655057001633,0.543795776477703,168
C,2012-01,5.692615435905984,0.6130998380904146,168
C,2012-02,5.014782062686411,0.5131104499026471,168
C,2012-03,5.225928334726997,0.5446096207711587,168
C,2012-04,5.324043955004081,0.5588455962200817,168
C,2012-05,5.278995150140481,0.5447497054870816,168
C,2012-06,5.381136128350061,0.5592196534287652,168
C,2012-07,5.343375252760086,0.5478455436360908,168
C,2012-08,5.1615018162014685,0.5234219918753426,168
C,2012-09,5.211163759545035,0.5306994178210924,168
C,2012-10,4.97608659799997,0.4769849725338976,168
C,2012-11,5.12810648611218,0.5030307609875471,168
C,2012-12,4.683310876373286,0.42582497220608795,168
C,2013-01,4.855794947342576,0.4534027508372645,168
C,2013-02,5.1551266707397705,0.4990927716589237,168
C,2013-03,4.74621306382603,0.42370317369330646,168
C,2013-04,4.777920012413205,0.4243979382257018,168
C,2013-05,4.828201628180453,0.43435541838884634,168
C,2013-06,4.714139819886733,0.4046935172144008,168
C,2013-07,5.011709258560219,0.4618816472586862,168
C,2013-08,5.2049359835225895,0.49522128331877446,168
C,2013-09,4.715290126470411,0.4071316862056391,168
C,2013-10,4.866733819669788,0.4366303291866044,168
C,2013-11,4.981242113738079,0.45365950990031645,168
C,2013-12,4.741510067880314,0.4092177821695173,168
C,2014-01,4.702869430565047,0.3926507084058317,168
C,2014-02,4.760469294490734,0.4052072687876798,168
C,2014-03,4.390358975553782,0.31755238176361233,168
C,2014-04,4.323155367736047,0.309615544385478,168
C,2014-05,4.718636751744527,0.38473947786752094,168
C,2014-06,4.739912360279523,0.39157503293956486,168
C,2014-07,4.280321331182391,0.294870009262683,168
C,2014-08,4.469443434962547,0.33156491796477217,168
C,2014-09,4.449999597236506,0.3269938896384072,168
C,2014-10,4.465851236876016,0.3252674333815558,168
C,2014-11,4.6134264984747295,0.35299750693565224,168
C,2014-12,4.211685448248481,0.2647992806278587,168
C,2015-01,4.462175795981751,0.3133473896071898,168
C,2015-02,4.081975004892778,0.2292808486532598,168
C,2015-03,4.191888927832487,0.24947821222103558,168
C,2015-04,4.163461623475947,0.24995920337250613,168
C,2015-05,4.192025023633916,0.23977544120819447,168
C,2015-06,4.005214605218497,0.1889719606469571,168
C,2015-07,4.442384990894102,0.2938893817260191,168
C,2015-08,3.913387417830687,0.16377926232128892,168
